gene study_attention
BECN1 104
UQCRQ 27
NAT14 23
DAZL 1
IL27RA 35
ATG9B 5
PYCR2 42
MCEE 4
MAP3K15 6
ZNF496 24
APOM 8
MSH6 44
CCDC138 45
CYRIA 1
TSEN15 38
MCTS1 19
RAD54L 8
TIAM1 8
KAT8 12
DPP7 5
INPP5D 20
CABLES2 4
CCNDBP1 117
BBC3 13
VPS41 19
RPS7 47
C9orf57 2
ANKRD10 19
FSCN3 3
KRAS 52
SLITRK1 1
EFEMP2 106
STAU2 39
HAVCR2 76
LGALS14 48
ZBBX 24
ODC1 17
VEGFD 5
PDS5A 59
PHACTR3 34
ZNF607 4
GSC2 55
TIGD5 40
TBX18 4
RPP38 29
BRWD3 4
BRCA1 211
ANKLE2 33
RTN1 34
SLC16A8 2
ARAP1 16
MADD 16
FCER1G 6
RNF8 66
PF4 26
GJB3 11
USP8 26
RBKS 6
EFHC2 100
FAM117B 28
PSMB7 45
ZFYVE1 11
SLC4A1AP 20
CCL3 2
SLC25A15 9
FOS 141
TUBA1A 345
PAF1 32
NECAP1 9
UBR7 12
GH2 2
DCBLD2 18
PMFBP1 1
CPZ 2
ESR2 444
EEF1E1 29
SOX17 6
SOX30 4
WAPL 38
ADGRG3 12
MECR 3
CALM1 138
FGF23 1
SLC12A8 3
PHRF1 9
ANKEF1 3
TTPAL 1
ZNF780A 3
TRIR 10
PPP4R1 20
LAS1L 32
RHPN1 39
KRTAP5-2 43
AHNAK2 29
ADAM10 88
MED19 127
PWP2 29
SPRR3 4
MCM6 53
NUAK1 11
TRIM16 6
ZNF548 2
STYXL1 10
SOX9 1
AMER3 3
NPTN 5
SLC26A2 11
YPEL2 2
VWA1 14
RAD18 57
CNEP1R1 2
ATP6V1G3 2
DCLK3 8
ZMAT4 20
BCL3 9
RNF31 48
CALML3 55
DOK5 13
MOS 71
RMC1 9
PMP2 3
SYPL2 19
SLC1A5 55
PIGL 2
ELP6 11
DHX8 50
KDM2B 12
GRIN2B 6
TMEM161A 20
SCN5A 18
VAT1 12
RPIA 27
MCPH1 10
CHODL 10
PTRH2 38
NT5C1A 4
DTX2 117
RHOD 11
PGK1 41
ZNF418 3
PAK6 15
CTRB1 2
ANTKMT 24
SREBF2 55
MS4A1 31
RPS14 139
HM13 18
TNK1 27
VPS8 19
KIF13B 11
PDLIM4 7
NHLRC1 5
FAM78B 5
CD200 1
CELA3A 13
DENND5B 1
MARVELD2 14
CLDN18 4
SYVN1 19
C12orf60 2
IL9R 11
AIF1L 6
PARN 17
ITGB1BP2 21
GTF2H1 24
TNFSF18 1
CDC26 24
APBA1 9
ETS1 70
TPGS1 22
NUP214 27
GALNT16 8
KLK10 14
DAB1 46
NDUFAF5 41
AMY2B 1
TSNAXIP1 13
PRKCH 5
RAB29 22
ANKRD26 14
IL17RE 10
GKN1 19
ZSWIM3 4
NME5 3
KRTAP8-1 74
SH3BGRL2 5
PREX1 7
LDB1 28
DNAJC21 9
SNX18 40
SYMPK 45
FKBP1B 9
RRM1 32
C2CD3 16
PHF7 16
VAPA 222
PCDHB6 1
RAB6A 20
GCFC2 24
CPE 20
TMBIM4 34
C16orf46 1
TLCD1 13
CKM 13
LHFPL3 3
ZNF3 21
TXNRD1 11
CDCA5 41
EVI5L 26
CNRIP1 9
SEC11C 40
TCTE1 80
GTF2H4 15
CASS4 36
PODN 8
ZDHHC8 1
GPR89B 47
BAHD1 43
NKRF 34
UBIAD1 47
PRSS2 11
ZRANB2 40
MS4A3 37
NPEPL1 2
SNX22 5
LCN1 14
KEAP1 104
ATG5 104
CYREN 4
LRRC3C 1
IGSF6 6
HAUS6 50
PDPN 5
QSOX2 15
LRRC71 1
GRK1 1
BMT2 20
TDP2 19
MELTF 10
EPB41L1 28
MAML1 11
FAM20B 20
ZMYM4 45
SCAF1 26
ADAT2 4
DNMT3B 30
ZNF821 5
ND4 25
SLC17A2 50
PEG3 4
PCCB 8
FLII 40
GLDC 13
ARIH1 78
MYEF2 35
KRT20 33
ADIPOR2 5
CBR3 18
EFCAB11 3
GBP5 9
TMEM132A 58
MCOLN1 7
ELOVL1 4
MAGEB10 51
TULP3 105
DEFB132 1
APCDD1L 3
SAMD11 26
CDC25C 20
LAMB3 19
PTPN2 27
VRK3 19
TAL2 1
PBK 27
TTLL4 5
LNPEP 60
NAP1L2 15
EPHA3 18
CARD18 1
UBP1 21
RC3H2 9
LIN7A 28
CDC42EP3 7
TAF9B 14
C6orf62 2
POLE 25
PCDH11X 1
DOLK 30
C2CD5 25
CFAP53 25
TRAM1 9
KLF10 14
IDE 53
REG4 6
MEX3A 2
RAB40A 6
POLR3E 48
ZBTB7A 15
ZNF576 21
APOB 30
SEMA4D 7
MBNL3 4
IDH1 6
KNOP1 62
SFMBT2 10
C2orf74 1
CXCL2 16
NUDT21 101
NEIL2 9
SLC2A6 5
XAF1 14
FAM83D 28
GAP43 20
GDF5 27
SIRT1 140
RASSF10 59
UGT2A3 3
IL12RB1 13
TNFRSF17 17
MORN4 27
TJP3 3
RABGAP1L 29
ISG20 10
SULT2B1 18
PTPRCAP 4
UBE2J1 54
H2AX 239
SEC61A1 30
AHR 11
A2M 68
XPC 52
NFIX 13
MIER3 8
POLR2M 40
TRIP11 19
IGFN1 39
ZNF430 9
TMEM196 3
QSOX1 15
STK11 108
ANK2 36
C20orf85 21
ANAPC13 16
NAT9 14
LDHC 5
CCR9 17
TNC 6
POU5F2 1
DOC2B 2
E2F8 7
CFAP45 2
HLA-DQA1 7
CNTRL 160
TRMT12 7
USP17L2 4
MYH11 48
STMP1 1
MZB1 3
PDE4C 8
FYTTD1 44
CCDC69 2
ZFYVE19 10
LIME1 45
POLR3F 24
CHM 70
ENC1 8
HGD 4
GNG2 8
UBE2S 18
PDLIM2 12
RFT1 15
GEN1 2
PCDHGB2 2
COA6 13
KRTAP23-1 7
LAMA1 21
SPINK1 1
RANGAP1 53
ZNF217 7
KLRK1 9
OIT3 11
CAPN2 17
ATF7 35
ZNF211 16
PECAM1 9
HID1 9
NPFFR1 1
GNAI2 54
DENND6A 14
NDE1 41
TXNL4A 24
UVSSA 4
TASL 1
TCIRG1 9
ATP6V1D 34
FGB 100
OAF 17
HSPA2 50
IGF1 9
NDRG2 9
RPA1 73
DPEP3 3
ITGAL 6
HOXC9 24
RPS19BP1 23
OSMR 12
INTS7 37
MSTO1 14
MS4A6E 2
EXOG 13
FRAS1 27
CRTAP 20
KRT36 59
CLCN7 38
HSPH1 50
CUEDC1 27
DUX1 6
DPP10 1
DARS1 42
RBMY1A1 27
CHMP4B 103
STX18 39
HAO2 25
AMZ2 10
NDUFB8 37
PRPS1L1 4
CPSF1 29
TMTC4 19
ZNF837 74
STEAP2 2
PIPOX 8
BDKRB2 30
TULP2 26
CCDC151 31
AGTR2 2
CEP126 87
KIT 6
CFAP161 4
OCLN 37
UHRF2 39
NDN 42
PML 82
COX3 7
CD68 19
EIF3M 44
EXOC7 53
ZNF23 21
ATP13A4 1
FOXN1 38
RGPD3 12
TMIGD1 1
ZC3H12B 1
ADAMTS6 1
ABHD1 1
USP18 20
ACOT11 12
KRTAP19-5 89
HDAC9 26
ZNF443 1
MEOX2 179
ZNF648 57
VPS13B 12
SEC14L2 1
ZNF124 46
PRADC1 5
PITPNM2 2
CA1 3
SAP30 32
DOCK7 63
C17orf67 1
EPHB3 6
SERPINA10 4
AMH 1
HHIPL1 3
STAU1 115
SMARCAD1 18
TAF4B 6
CHRNB2 6
DAZAP2 153
DUSP23 46
ZNF20 38
ROPN1L 11
STRIP1 38
TRIM24 38
DECR1 26
SERINC2 5
TGIF2LX 2
USP21 25
INSRR 3
ORMDL3 32
LRRC3 9
CCL22 29
EP300 103
IL12RB2 1
ABTB2 3
PROKR2 5
SP100 32
C19orf53 6
CEBPB 26
C12orf4 5
MPEG1 2
C6orf141 75
KMT5A 2
ALDH1B1 21
ST6GALNAC5 2
KCNK1 8
HOXA10 10
INTS3 24
MRPS14 38
STMN4 27
GNPAT 28
CRY1 107
COQ7 37
SNRPB 117
ADRA2C 14
CALCB 2
PPP4R2 35
EIF4G1 88
DNAJC16 10
PARK7 108
RAB11A 146
SLC9B2 1
AUNIP 7
TRMT1L 31
PSG5 3
SCGB1D4 26
RHEX 19
TMEM150A 10
ZKSCAN8 23
HADHA 79
AP3M2 9
PPP1R26 7
SLC7A3 15
GRIN2A 4
SSBP1 115
SLITRK6 1
EIF2B3 35
PLPBP 12
MMP28 3
MAP2K4 15
CCL11 25
ITPKA 1
GPAT3 6
SLC15A5 2
HAS3 11
COL5A3 1
FBXW9 4
ATXN2 50
ECM1 52
CT45A1 18
SLC38A10 7
RAPGEF6 14
CCN1 8
MAGOH 151
CBFA2T3 10
TAP2 18
FKBPL 54
FUT8 21
WBP2NL 6
TTC27 11
PLPP1 4
KLHL11 12
GNPDA2 6
PLA2G12B 1
OPRPN 1
CDC42EP2 8
C1orf74 6
EAF1 93
SLC9A1 25
HTATIP2 25
MARS2 10
TRIM41 162
SPARC 6
TTLL7 8
LRRC15 48
CELF6 2
LMF1 1
UBE2T 21
RPL39L 1
CRAMP1 15
SMC5 16
MVB12A 14
ALOX15 4
MYBPC2 32
HYKK 1
KIR3DS1 26
ADGRL3 9
LMCD1 7
POTEB3 34
EEF1AKMT1 6
SPA17 9
DENND2A 2
GPX4 11
RDH10 4
CLIC2 4
CD58 9
PRIM1 22
DNAJC27 1
SIX3 1
PRKRA 49
SYNPO 155
API5 18
PHF14 17
CARD17 1
RAD50 62
PTTG1 18
SPHK1 56
SPATA6 6
PLEKHG4B 2
SCARB2 133
BICD1 13
CLSTN3 14
PRUNE1 10
SCN8A 1
HMGB3 12
INTS6L 2
TCF23 6
TRIM50 36
AKAP8 44
RBPMS2 63
LY75 1
AQP12B 2
KCNA4 5
ERAS 1
ZFX 4
SELENBP1 42
MYO15B 12
EBP 203
POC5 109
UBXN7 61
PIFO 7
MARCHF9 5
TRPM8 5
CCDC88A 62
DUSP16 30
CYP4A11 2
POTEH 1
ATP5F1A 128
ZXDA 4
GARS1 29
MESP2 3
IL36G 4
POLB 26
RAP1A 24
ABI2 217
RPS29 25
CCDC70 13
CUEDC2 9
NCAPD3 35
CPSF6 54
BCAT1 23
VPS26A 49
LOXHD1 1
YTHDC2 36
FAM120A 39
ASB17 1
CDNF 1
NR3C2 4
SUMF1 13
WDFY2 27
ZCCHC8 33
TMEM184B 19
NHEJ1 7
S100Z 10
GIMAP1 44
RGS11 11
RDH14 10
FAM81A 7
ZNF230 9
CDS2 27
LRAT 3
CYP17A1 7
PLEKHA3 11
CA9 2
ZUP1 4
STMN1 20
URGCP 2
PCDHB7 16
HOXC6 7
PTK2B 23
PGM2 4
RIMS1 6
ARHGEF2 44
RABGAP1 34
PDGFRL 23
ZNF274 10
DHX35 25
H3-3A 42
ASH1L 11
DCPS 4
SNAPC1 12
ATP5MF-PTCD1 7
USP33 24
DHX38 29
CHERP 62
AK8 15
RELB 79
SNW1 633
GRK5 3
MRPL45 1
TYMP 17
ACTR6 29
RNASE10 6
CTSC 11
POLG 22
ATP5MPL 3
ZNF239 5
FKBP15 22
STK24 64
VDR 21
ZNF518B 4
KTI12 3
ZNF721 1
WASHC4 13
ECI2 62
CABP2 33
H2AC21 38
TCAP 40
CIAO1 72
ISOC1 10
TMED5 5
NPHP1 77
SOST 24
ARHGAP22 30
TKTL2 4
JHY 2
WIZ 56
NR1H3 27
LRRC24 2
WFS1 15
MRPS22 49
ANKRD13C 7
LSMEM1 5
SUV39H2 64
NLK 36
CYP2C9 8
PAPOLA 12
MTERF1 16
AURKC 16
IKZF5 55
CDCA8 43
BST2 14
ELOB 57
REXO2 5
FOXJ3 17
ZMPSTE24 22
ARL8B 26
GDF11 15
CARNS1 3
TNFRSF6B 5
ZNF277 10
MTMR6 28
ADPRS 7
FGF10 6
ANKDD1A 2
FSTL1 41
TRERF1 4
DNAJA1 111
ZNF76 82
ELAVL1 59
KRT27 137
TCAF2 20
NUP205 53
PRKACA 65
ORC3 36
UBC 164
FAM114A2 19
ABCC2 1
ABHD16A 70
RNF26 17
TIMM9 7
CBR1 47
FEM1C 12
MARS1 46
PAK2 86
CNKSR3 15
RMI2 6
TMEM35A 27
CTSG 16
STUM 1
ZDHHC23 5
ZNF765 14
SLC25A12 32
MYBL1 4
CALHM1 3
GGA2 21
PEAR1 3
PFKL 33
TCF7 4
CASP10 15
CHN1 11
CYSRT1 490
RAX2 1
RXRB 60
DNAJB2 24
LLGL1 38
H3-5 16
SYNPR 10
TMEM179B 57
MRPS7 57
CDK2AP2 19
ZNF732 1
ROCK2 20
EFCAB3 9
PTRH1 7
IFT81 41
TBC1D3F 2
EFHD2 7
KIR2DS2 19
WDR77 75
ZBTB4 14
PYDC1 1
YBX2 16
ATRAID 7
ZNHIT1 37
MFAP1 105
MAP4K5 12
KCNC3 1
HRG 3
MAT2B 12
WDR37 23
GNB2 115
MSGN1 27
HNRNPA3 62
SLC14A2 13
NUDT7 1
PPAT 7
PPP1R2 12
CDKAL1 24
CAB39L 5
KIR2DL3 64
ZNF41 7
NUDT14 13
RIOX2 19
CFAP44 2
MTSS2 2
SUCLA2 45
NPHP4 43
CBX3 111
SLC25A11 41
MEPE 12
RPS6KA3 32
IL20RB 14
KIF13A 12
MAPK1 76
NUDT15 4
GLIS2 47
RNF138 35
PCDHGA12 1
CLTC 206
BTRC 135
TRIM14 33
ZNF493 2
SPOCK2 2
P2RY4 1
IL23A 6
PGR 12
TMEM128 77
CD1E 26
RAD21 41
DNAJB12 14
KIF5C 31
IL12A 7
TADA2A 51
KLC1 61
IFNB1 2
NEK2 37
DOK3 35
KCNA5 36
MUC20 21
CAPN6 15
ARL6 7
TAOK1 15
C2orf72 1
SLC1A4 5
ACBD5 21
ANGEL2 15
PARD3B 2
TRPV5 13
SUN1 17
LRRC66 1
B3GNT3 10
DGKH 5
RPL19 46
SMR3A 6
ZNF667 2
EPHA10 5
UPF3A 33
FUBP1 39
SUPT3H 9
DNAJC10 45
LILRA4 1
IL4I1 1
NOL11 19
KCTD12 22
ZNF606 2
COX1 29
BTK 48
CNN3 13
HOMER1 41
RCOR1 32
RFC1 34
SMC1B 2
SLC36A1 7
TSSK3 60
SERPINI2 6
IVL 25
SOX2 24
POLR2K 6
PAX9 15
JAKMIP2 17
SLC26A3 1
POMGNT2 12
TNIP3 36
CTCFL 12
MRPS2 39
PRKD2 38
TNFAIP1 45
AURKAIP1 269
TSKU 2
MOV10 77
MORF4L1 106
TCHH 5
CFH 14
CETN1 41
B4GALNT2 3
FBXW4 22
PTPRQ 8
YLPM1 28
SCN1B 3
PLAA 20
USP2 102
GPALPP1 17
SSX3 21
TMEM102 8
VPS18 39
ORMDL2 27
TP53 386
LITAF 60
PYGO2 4
GDF6 1
ARNTL2 22
GRID2IP 4
PLEKHJ1 12
SERTAD2 18
SPANXN3 21
COLGALT2 33
ACOT12 15
ACOT13 9
METTL23 2
EPB41L5 53
ZNF518A 25
HNRNPH2 83
UGP2 17
WDR31 1
RTL8C 23
NAPA 49
GASK1B 1
INSYN1 13
LPAR4 32
ECT2 19
NUDCD1 207
IMMT 122
UBE2Z 40
CEP135 168
CCNC 87
EMILIN2 10
RFWD3 41
ATXN7L1 10
CLCN5 4
ZNF638 35
DCAF17 4
NBEAL2 132
ELOA 57
PIGX 1
DTL 18
H2AZ1 51
STOML2 47
FAM193B 12
ADGRG7 3
PCDHA9 7
BRWD1 17
RAD1 9
ATP6V1G2 8
RAB7A 113
FRK 10
SEMA4G 14
IRF3 44
FCAR 1
NABP1 21
HSPB7 24
MSI1 8
NEK1 38
GP9 7
GAS2L3 13
ARHGEF35 5
CCDC33 25
SCD5 2
CWF19L1 12
UBE2NL 2
ZNF396 16
GEMIN7 32
OLIG3 26
BHLHA15 43
PIKFYVE 4
TBCA 20
TXN2 69
FMR1NB 8
CC2D1B 3
CLDND1 23
EXD1 1
CNTNAP4 6
SERAC1 3
UBE3D 15
PSMB11 5
TLX3 77
MRPS9 73
SOX5 34
LIN28A 3
LOC102725035 12
GLRA2 16
LRRC14 5
ORM1 9
FZD3 8
EXOSC5 90
LAPTM4A 6
MFSD3 6
HIF1A 89
LMO7 25
MARCHF5 35
PVRIG 10
CRYBB3 8
CDK2 176
IER2 20
DTX3L 19
XPO5 40
MARCKSL1 29
PTK2 52
STAT1 69
RASIP1 11
MEGF11 2
CNIH1 28
TALDO1 23
FOXN3 18
TMEM17 402
SERPING1 6
ZNRF4 81
BBS9 19
CDK14 20
IGSF21 31
PDGFC 4
SIRT6 76
LRRTM2 9
XAB2 46
RNF151 13
LGMN 11
USP39 43
SERTAD3 52
AKT3 32
IMMP1L 2
BIRC5 40
SLC13A3 9
RAB9B 10
ECT2L 2
SEPSECS 8
SMG5 10
DMXL1 8
EVX2 9
RAD51B 16
ACY3 18
NUP107 72
BAZ1B 18
MAPK10 22
C10orf67 12
ADAM19 17
PEX14 84
MACROH2A1 53
CRTAM 1
NCOA1 27
RHBDF2 7
GDAP1 11
RLIM 14
SEPHS1 25
VTI1A 11
TSGA10IP 111
ARL4D 18
GATA2 31
SELENOP 1
ZFR 38
MICU1 29
ACTR5 40
HERC2 111
ZC3H10 44
DOLPP1 7
PLEKHB1 11
NIPAL2 1
TUBB3 237
HPCAL1 46
DNAJC30 35
KRT5 45
SEC24B 31
IMPDH1 58
HARS2 32
INSYN2A 31
SLC8A1 2
SLC25A1 45
SYNM 14
SENP7 10
PRAMEF10 2
MTURN 21
WARS2 6
RAPSN 4
PHKG1 1
EBF2 3
PPCS 3
ASB4 3
GCHFR 12
MTERF2 7
CPNE6 13
PRDM14 77
TMEM106A 11
ASPHD2 22
C20orf96 3
DEDD2 2
RTP2 72
PHF21B 3
RAC3 29
FGF20 1
HSPB6 8
HAT1 40
ZBTB7B 24
C4BPA 5
MOB1A 57
ANAPC11 33
ABCE1 19
BCL9L 3
SLC39A4 69
CTAGE8 1
AXDND1 1
LLGL2 83
DNASE2 3
GABRB3 5
RAB19 6
ZNF267 4
ZNF639 17
KATNAL1 39
DDA1 60
EYA4 3
TMTC1 1
PKHD1 1
NME6 9
WDR27 2
PRKD3 8
SORBS2 45
SMARCAL1 9
SLC44A3 3
KRT14 52
CENPU 56
HDHD5 14
DDX20 51
KARS1 58
PCDHB12 10
RASAL2 15
OTUB2 25
MYO18A 158
S100A3 18
SPC24 35
USP17L24 5
UBD 3
ZFP30 3
CINP 42
SPN 10
FGD5 3
CACNB4 12
AKAP9 72
SBSPON 3
GNAS 59
ZMYM1 35
RCN1 65
POLR1F 15
CSPG4 12
HSPA14 16
KRTCAP3 1
BORA 20
UNC13B 5
PTP4A1 22
FCHSD1 4
POLE4 11
MVB12B 8
RPL36AL 47
FDPS 27
ANAPC10 17
RPS3 100
SFXN1 175
LGALS9C 28
FOXO1 29
RASGRP2 2
SEC14L3 3
LAMP2 47
SWAP70 8
AIPL1 18
CRYZL1 10
FPGS 6
GART 24
ARL3 26
RPL27 52
AQP9 21
SLC19A3 12
CDX2 3
INPP5J 17
SORBS3 126
DUSP3 10
TULP1 5
PAEP 25
DDR1 70
TMEM40 1
DENND5A 5
ITGA2 26
NSDHL 19
CHRNA4 5
NAP1L5 31
ZFP62 17
CABS1 7
PDCD4 21
CCDC25 9
HSPA12A 25
ABCB7 11
CDKL3 29
ANAPC4 31
NSG2 16
DHX36 28
HAS2 2
RAB33A 12
TMEM79 39
SUSD2 4
ACP7 5
TTC12 5
PHF5A 14
DHRS1 23
CUL3 1014
PEX5 35
DLGAP1 13
TRIM74 28
C1QTNF2 44
COMMD7 14
TICAM2 12
MCRIP1 4
SUOX 83
PDPR 20
WSB2 33
ALAD 6
COIL 93
EXOSC7 38
HAND2 6
TNIP2 83
PSG8 37
EEF1A1 183
C3AR1 91
HS6ST1 11
MIPEP 26
LRRCC1 22
SOX21 1
TNNI3 12
CACNA1D 2
GTF2H3 9
DCLRE1C 21
ACAA1 13
NSMAF 39
ARF1 31
FANCL 51
CBR4 5
RHOBTB1 16
CD151 17
GRAPL 4
EIF2AK2 72
CSNK2A1 155
FEZF2 1
RUFY2 14
ZMIZ1 4
PLEKHA7 606
SERPINB7 12
CHST7 1
PGF 1
SFRP4 29
GIMAP5 59
CCDC90B 33
GJA5 27
GPR3 5
THOC1 84
GON7 3
MANEAL 17
KMT5B 5
SMN1 186
RNF215 1
FZD10 55
RGS7 6
PIGN 9
GABRA2 1
ZNF563 10
PODXL2 12
LRRN2 14
OR7C2 1
IL17A 7
TSSK1B 13
CYTB 7
CHAC2 3
POGLUT2 4
SWSAP1 11
SPANXC 1
DLX2 4
BTF3 41
MIS12 35
IL34 3
MANBAL 23
KNSTRN 37
PRAMEF4 1
UGT1A3 9
MPP3 24
DNAJB13 11
TNIK 188
NCCRP1 20
LETM1 37
GPNMB 6
STYK1 2
FMO5 5
CDC42SE1 5
BRD7 37
CORO6 17
TSPAN9 4
LRP12 22
SPHKAP 3
FAM120B 12
TIMM8B 19
BICRAL 25
NUB1 10
ZNF599 8
RLF 11
ARMH3 1
ZNF12 6
NPAT 16
ANKRD45 3
UTP14A 49
C4orf33 2
PPCDC 16
C19orf44 14
CPD 16
PHACTR4 23
RASL10B 22
SLC25A53 1
ABCG2 10
SRSF1 68
SVOP 4
EHD4 33
AIRE 35
MPHOSPH10 21
SERPINB3 33
H2BC11 16
XIRP2 5
ZBTB8A 65
LRRC40 25
NINJ2 73
DNAJC8 18
SNX2 35
FAM110C 3
TAFA4 51
ICE1 18
AMHR2 4
CPEB1 11
DBF4 6
PPFIA4 2
UHRF1BP1 22
DPM3 9
GFAP 89
DNAJC18 17
CA14 31
EBF1 6
DPY19L1 18
RALA 27
ANTXR1 45
FBXO9 11
DCTN6 29
ALAS2 2
FNIP2 1
SLC18A1 100
HPF1 4
ZDHHC18 17
TMEM171 44
CCNB2 22
PLK2 32
FSHB 1
HDAC1 250
FOXA1 38
MGME1 20
RTBDN 7
PIK3R5 5
MYL1 8
ZNF232 46
TNFAIP3 70
TRIM44 49
BNIP3 63
TMEM39A 23
TPK1 3
GALNT1 4
ATP13A3 15
PPFIA2 3
TOGARAM1 3
MZT1 34
ZFP41 41
MUC12 2
ZNF233 2
NDUFA2 30
MPV17L2 2
ANAPC1 45
MLLT1 29
WNT9B 4
SPATA32 2
CSNK2A2 163
KCNJ8 14
CEP44 135
GRIN1 4
LRRIQ1 29
MRPS17 15
ING1 11
HDX 15
UBLCP1 6
SLC5A8 22
STK40 20
TMEM182 15
UBXN2A 12
CNTF 20
TMEM51 52
NXF2 53
ZNF488 15
KLK2 3
LRRK1 67
ACOT7 35
SIGLEC12 21
CTU2 20
TARBP1 26
TAF1A 16
TAB2 69
PSMD4 76
ID3 30
RBMS1 16
SS18 38
AP3M1 52
VGF 3
TEK 11
STARD8 1
IRF8 8
EFCAB7 6
FLI1 5
ARMC9 4
IFNA2 7
RNF24 16
HHIPL2 1
CTLA4 8
ACP6 16
MAP2K2 26
HSF1 31
CTDSP1 40
NPTX2 5
ATG4C 15
PLAGL1 3
TRIM56 14
MUC7 20
IL2RA 2
LENEP 1
CHMP5 42
DEFA6 16
MERTK 1
MRPS6 27
SLC30A7 12
ATP5MD 35
PYGO1 5
ACTR8 20
DDX4 6
SP7 5
HS2ST1 17
MDK 44
SGK1 52
PPP1R11 8
RCAN3 15
BPNT1 54
COA8 1
HNRNPCL2 11
TEKT2 14
KDM8 8
NFATC2 15
PLRG1 33
RBFA 38
SGTA 181
KIF21A 44
JAML 2
RNF152 7
LRRC8D 5
KCTD20 6
MRPL33 14
GRIP1 24
NDUFA12 65
DBT 55
MPC1 4
KCMF1 22
CERS2 31
N4BP3 25
GPR107 8
ZNF331 58
KLHL22 47
MACC1 2
BEND3 21
MAGEA12 20
CFAP20DC 1
DYNLT2 1
SUGCT 30
TERB2 1
TOMM5 4
MINPP1 12
KIF6 7
TBRG4 56
HMGN5 4
ZNF330 46
PLEKHG2 2
UBQLN1 180
GPR12 1
CLNS1A 36
ACVR1C 2
ULK4 2
E2F5 8
CDYL2 13
RSPH3 7
ACAP1 8
PCDHB5 10
SH3GL1 67
DLX1 1
NECTIN1 11
PCDHB16 35
DACH1 25
ICAM3 14
DRG2 12
MAP3K13 5
SCHIP1 51
SIAH2 16
LIN54 47
TTLL5 13
TM6SF2 12
MAP3K10 2
ZBTB22 13
ZNF225 1
SAV1 88
KCNA2 3
SPTY2D1 19
RUNX2 12
CCDC137 27
NANOG 1
MED6 32
PTGIR 54
TBC1D10B 3
ZNF169 48
PBDC1 14
ITGA1 8
ARFGEF3 14
SULT1A2 1
ATP6V1B1 22
PAN2 15
MRPS15 56
ATP2B2 105
AKT1S1 10
ZNF462 20
FANCE 14
RAB3GAP2 9
TOPAZ1 1
TXNDC5 23
BRD8 31
EDF1 19
BOLL 36
LIG3 50
YIPF5 43
MIA2 51
CA6 1
COQ9 241
TUBB2B 62
FEZF1 6
NPTX1 32
BFSP2 62
OLFM4 46
CAMSAP3 26
LHFPL2 10
RPS6KA2 23
ELAPOR1 4
POMC 22
KRT1 66
FMO3 4
PCNX1 1
RPSA 50
FCF1 55
PIP5K1B 2
CDCA4 34
ZNF608 4
SPR 3
GDF10 6
ERCC5 10
BRINP2 7
KHK 17
IFT122 21
VWA2 8
XAGE2 9
PGBD2 1
AFP 3
CCN4 3
CBLC 29
TLR5 20
HOXA7 1
ATXN7 57
IL5 1
SLC17A8 4
VEZT 20
KDELR3 17
PUS10 6
ZG16B 40
ADAMTSL1 7
RRP1 34
EIF1AX 24
KCNV2 4
HLA-DRB3 3
RNPEPL1 2
PNRC1 10
PDYN 4
CMTM2 10
PRR13 45
KCTD8 3
RGMB 1
LIFR 12
DMRT2 2
PHLDB1 2
FABP1 6
APOBEC3B 13
RPS20 48
COL22A1 1
RIPPLY3 8
PDP2 7
RAMP1 3
C1QL1 18
AARD 15
CABCOCO1 3
PRR14 19
ACOT9 33
PLEKHA4 8
CARD16 1
GNA11 8
PBX3 74
CNN1 10
ADCY9 16
DPH5 1
FBXL15 18
TRIM21 52
RAD51D 60
CERK 56
ATP2B4 38
SYNE1 26
ZNF431 11
CHMP2B 27
PTPRS 44
MYT1L 6
CDC37L1 22
UQCC1 25
CDH24 2
PDXDC1 34
MICAL3 35
MRPL4 97
PNMT 3
ADIPOQ 63
ATP5PO 87
FOXL1 117
ABRA 3
AGPAT1 9
HIP1R 41
CLDN5 36
ABHD12B 1
COX16 6
PTPN7 14
SLAMF6 14
BUB1 81
TSLP 2
SLC25A23 19
TMEM245 11
LATS1 55
TNFRSF10B 45
CPTP 1
OLFML3 5
KRTAP15-1 68
GABBR1 16
GRHL2 5
PRICKLE1 6
CYP4V2 2
ZMYND11 13
DUSP22 43
KRTAP3-3 71
SERPINE1 15
GPRASP1 17
CDKL1 10
COQ8B 44
CTDNEP1 12
EFEMP1 73
GALNT6 19
NDEL1 143
WDR43 14
HIKESHI 12
CENPL 6
ENO3 26
OR2S2 1
ARHGEF28 2
HARBI1 1
EPOP 19
TRIM31 13
PAX8 18
KAT14 29
RMND5A 40
SRSF9 23
RAPGEF2 32
HNRNPA1 194
ZBTB25 30
KLHL25 8
AQP1 126
BRME1 26
ACAP2 4
DHODH 4
POLR3D 25
CCKBR 19
FKBP2 7
ANKRD22 1
NXT2 24
CHMP1B 28
MELK 17
ISL2 9
SNX5 36
LCE3A 57
CEMIP2 12
SEH1L 58
SP140L 4
H2BC9 2
UNC93A 19
ABHD6 8
TCEAL8 4
PTGS2 5
RD3L 1
CCAR2 72
RFTN2 7
RMI1 18
ALDOC 7
ACTR10 29
SF3A2 131
CCDC113 9
RPL41 7
NRBP2 5
ALDOB 19
CDKL2 4
KMT5C 3
LTB4R2 46
RNF123 33
SLC8A3 6
TRIM16L 11
TIPIN 15
